Date_Time,T1,T2,T3,T5,T6,T7,T8
4/28/2023 21:15,0.2064,-0.311561974,-0.042963939,0.106541639,-0.025388895,-0.062160598,-0.002264698
4/28/2023 21:30,0.2088,-0.311178656,-0.042194339,0.10680978,-0.025270151,-0.061065959,-0.00223691
4/28/2023 21:45,0.211,-0.310794164,-0.041438548,0.107062404,-0.025122922,-0.060037089,-0.002208625
4/28/2023 22:00,0.2132,-0.310411807,-0.040669836,0.107297959,-0.024965844,-0.059075143,-0.002179975
4/28/2023 22:15,0.2153,-0.31004185,-0.039908909,0.10751504,-0.024781926,-0.058179439,-0.002151066
4/28/2023 22:30,0.2173,-0.309693792,-0.039162484,0.107709964,-0.024590708,-0.057346698,-0.002120705
4/28/2023 22:45,0.2192,-0.309346808,-0.038443331,0.107870618,-0.024394029,-0.056577138,-0.002092333
4/28/2023 23:00,0.221,-0.309029404,-0.037731581,0.108005971,-0.024210925,-0.055865879,-0.002062864
4/28/2023 23:15,0.2228,-0.308731458,-0.037044613,0.10811629,-0.024005128,-0.055205059,-0.002032742
4/28/2023 23:30,0.2244,-0.30845397,-0.036380269,0.108200707,-0.023783009,-0.054594474,-0.002005091
4/28/2023 23:45,0.226,-0.308193504,-0.03574702,0.108254466,-0.023560325,-0.054024629,-0.001978459
4/29/2023 0:00,0.2275,-0.307952308,-0.035156009,0.108274678,-0.023342018,-0.053498565,-0.001951722
4/29/2023 0:15,0.2289,-0.307740839,-0.034596158,0.108273782,-0.023129899,-0.053011138,-0.001926601
4/29/2023 0:30,0.2302,-0.307552464,-0.034072261,0.108238048,-0.022922043,-0.052556736,-0.001903071
4/29/2023 0:45,0.2315,-0.307382591,-0.033583131,0.108176297,-0.022724838,-0.052141498,-0.001881508
4/29/2023 1:00,0.2328,-0.307239432,-0.03313782,0.108087052,-0.022538041,-0.051746529,-0.001863014
4/29/2023 1:15,0.234,-0.307118594,-0.032726845,0.107973131,-0.022361402,-0.05136476,-0.001845317
4/29/2023 1:30,0.2352,-0.307018474,-0.032350673,0.107832563,-0.022195639,-0.050991662,-0.00182979
4/29/2023 1:45,0.2363,-0.306934998,-0.032013139,0.107669851,-0.022043687,-0.050620774,-0.001816327
4/29/2023 2:00,0.2375,-0.30686712,-0.031711052,0.107488687,-0.021904202,-0.05026023,-0.001805646
4/29/2023 2:15,0.2386,-0.306814756,-0.031444054,0.107292966,-0.021777741,-0.049901636,-0.001796217
4/29/2023 2:30,0.2398,-0.306774233,-0.031206072,0.107089286,-0.021665005,-0.04952582,-0.001789048
4/29/2023 2:45,0.2409,-0.306743416,-0.030993815,0.106873535,-0.021567665,-0.049148841,-0.00178433
4/29/2023 3:00,0.2421,-0.306718252,-0.030804957,0.106650325,-0.021484048,-0.048745559,-0.001781517
4/29/2023 3:15,0.2433,-0.306697312,-0.030637658,0.106421815,-0.021414079,-0.048316553,-0.001780422
4/29/2023 3:30,0.2445,-0.306677668,-0.030492669,0.106191748,-0.021357532,-0.047855536,-0.001780452
4/29/2023 3:45,0.2458,-0.306654659,-0.030354963,0.105966261,-0.021314325,-0.047356198,-0.001782008
4/29/2023 4:00,0.2471,-0.306629557,-0.030229893,0.105753052,-0.021282188,-0.046827839,-0.001784765
4/29/2023 4:15,0.2484,-0.30659937,-0.030114878,0.105545781,-0.021266106,-0.046257519,-0.001788608
4/29/2023 4:30,0.2498,-0.306553311,-0.030007317,0.105344961,-0.02125717,-0.045643123,-0.001793022
4/29/2023 4:45,0.2513,-0.306496996,-0.029894658,0.105165075,-0.021257009,-0.044967691,-0.001798201
4/29/2023 5:00,0.2528,-0.306423951,-0.029772851,0.104998823,-0.021262997,-0.044270912,-0.001803718
4/29/2023 5:15,0.2544,-0.306331022,-0.029645399,0.104847525,-0.021272721,-0.043524192,-0.001809568
4/29/2023 5:30,0.256,-0.30622287,-0.029512617,0.104711594,-0.021281504,-0.042729505,-0.001815579
4/29/2023 5:45,0.2577,-0.306092148,-0.029362151,0.104606186,-0.021296784,-0.041901554,-0.001821478
4/29/2023 6:00,0.2595,-0.305944111,-0.029198131,0.104520117,-0.021313235,-0.041008593,-0.001826194
4/29/2023 6:15,0.2612,-0.305762096,-0.029005312,0.104468373,-0.021321349,-0.040086294,-0.001831495
4/29/2023 6:30,0.2631,-0.305560811,-0.028798054,0.104437728,-0.021319282,-0.039121,-0.001835193
4/29/2023 6:45,0.265,-0.305332568,-0.028571537,0.104441035,-0.021319918,-0.038130323,-0.001837021
4/29/2023 7:00,0.2669,-0.305085099,-0.028307946,0.104465628,-0.021305722,-0.037116962,-0.00183789
4/29/2023 7:15,0.2689,-0.304818914,-0.02802492,0.104510768,-0.021283025,-0.036057954,-0.001837681
4/29/2023 7:30,0.2709,-0.304519146,-0.027703654,0.10457565,-0.021251169,-0.034986478,-0.00183514
4/29/2023 7:45,0.2729,-0.304203846,-0.027345214,0.104671653,-0.021209588,-0.033907807,-0.001831321
4/29/2023 8:00,0.2749,-0.303866743,-0.026964181,0.104784113,-0.021157814,-0.032816217,-0.001826196
4/29/2023 8:15,0.277,-0.303517191,-0.026561299,0.104910485,-0.02108261,-0.031721084,-0.001818459
4/29/2023 8:30,0.2791,-0.303149876,-0.026105077,0.105059686,-0.02099541,-0.030643621,-0.001809394
4/29/2023 8:45,0.2811,-0.30276888,-0.025630788,0.1052162,-0.020896866,-0.029579603,-0.001799159
4/29/2023 9:00,0.2831,-0.302386555,-0.02514079,0.105388052,-0.020787586,-0.02856222,-0.001786443
4/29/2023 9:15,0.285,-0.302000087,-0.024637739,0.105556993,-0.020667755,-0.027582994,-0.001772833
4/29/2023 9:30,0.2869,-0.301616257,-0.024111213,0.105718581,-0.020539384,-0.02667015,-0.001758527
4/29/2023 9:45,0.2887,-0.301240762,-0.023580174,0.105866241,-0.02037183,-0.025817101,-0.001743818
4/29/2023 10:00,0.2904,-0.300886605,-0.023037781,0.105995695,-0.020198189,-0.0250446,-0.001729035
4/29/2023 10:15,0.2919,-0.300552374,-0.022514297,0.106104391,-0.020036098,-0.024344564,-0.00171456
4/29/2023 10:30,0.2934,-0.30024004,-0.021990154,0.10620722,-0.019854978,-0.023742973,-0.001699236
4/29/2023 10:45,0.2947,-0.299953434,-0.021485227,0.106274598,-0.019674485,-0.023240172,-0.001683415
4/29/2023 11:00,0.2958,-0.299696538,-0.020987353,0.106305718,-0.01949795,-0.022818575,-0.001668814
4/29/2023 11:15,0.2968,-0.299472721,-0.020519622,0.106302279,-0.019323905,-0.022492979,-0.001655531
4/29/2023 11:30,0.2977,-0.299280036,-0.02009831,0.106268061,-0.019138308,-0.02226591,-0.001643794
4/29/2023 11:45,0.2984,-0.299126377,-0.019701049,0.106190022,-0.018963433,-0.02213724,-0.001633806
4/29/2023 12:00,0.2989,-0.299006945,-0.019346896,0.106070518,-0.018801386,-0.022103143,-0.001624501
4/29/2023 12:15,0.2994,-0.298932046,-0.019038802,0.105899037,-0.018638017,-0.022167003,-0.001617614
4/29/2023 12:30,0.2997,-0.298904571,-0.018776395,0.105681083,-0.018493168,-0.022314253,-0.001613643
4/29/2023 12:45,0.2999,-0.298916119,-0.018575256,0.105420781,-0.018364694,-0.022539678,-0.001612731
4/29/2023 13:00,0.3,-0.298963714,-0.01842682,0.105119103,-0.018268394,-0.022824601,-0.001614808
4/29/2023 13:15,0.3,-0.299043765,-0.018338707,0.104784383,-0.018179544,-0.023139947,-0.001619925
4/29/2023 13:30,0.3,-0.299151752,-0.018303715,0.104419362,-0.018109902,-0.023473036,-0.001627892
4/29/2023 13:45,0.3001,-0.29927849,-0.01832436,0.104032615,-0.018070255,-0.023799248,-0.001638336
4/29/2023 14:00,0.3001,-0.299419719,-0.01839302,0.103630196,-0.018026055,-0.0241145,-0.001651027
4/29/2023 14:15,0.3003,-0.299574667,-0.018499325,0.103220376,-0.018008846,-0.024405494,-0.001665516
4/29/2023 14:30,0.3005,-0.299736952,-0.018645615,0.102800411,-0.018007448,-0.024646564,-0.001682089
4/29/2023 14:45,0.3008,-0.299907986,-0.018822422,0.102382079,-0.018020015,-0.024850062,-0.001700435
4/29/2023 15:00,0.3012,-0.300076873,-0.01902407,0.101965213,-0.018052096,-0.024995187,-0.001720805
4/29/2023 15:15,0.3017,-0.30024423,-0.019244761,0.101555098,-0.01809349,-0.025085632,-0.00174215
4/29/2023 15:30,0.3024,-0.300406202,-0.019475878,0.101162666,-0.01814364,-0.025094504,-0.001764419
4/29/2023 15:45,0.3032,-0.300557853,-0.019712454,0.100783749,-0.018201928,-0.025022066,-0.001787081
4/29/2023 16:00,0.3041,-0.300693509,-0.019939439,0.100429351,-0.018266353,-0.024863595,-0.00180987
4/29/2023 16:15,0.3051,-0.300813744,-0.020155992,0.100095624,-0.018336408,-0.024633054,-0.00183268
4/29/2023 16:30,0.3062,-0.300926427,-0.020367493,0.099772651,-0.018409608,-0.024348189,-0.001855151
4/29/2023 16:45,0.3074,-0.301020133,-0.0205522,0.099484642,-0.018485583,-0.023970032,-0.001877426
4/29/2023 17:00,0.3087,-0.301089334,-0.020713456,0.09923059,-0.018559091,-0.02345194,-0.00189909
4/29/2023 17:15,0.31,-0.301135448,-0.020847798,0.099005262,-0.018630352,-0.022865783,-0.001918984
4/29/2023 17:30,0.3114,-0.301172257,-0.020940326,0.09879599,-0.018700305,-0.022221377,-0.00193793
4/29/2023 17:45,0.3128,-0.301187643,-0.021011623,0.098625122,-0.018762608,-0.021494081,-0.001955893
4/29/2023 18:00,0.3143,-0.301181632,-0.02104965,0.098468994,-0.018815543,-0.020738823,-0.001972294
4/29/2023 18:15,0.3158,-0.301163999,-0.021067272,0.098336409,-0.018861858,-0.01999323,-0.001986883
4/29/2023 18:30,0.3172,-0.301135517,-0.021037277,0.098225782,-0.018903951,-0.019241437,-0.002000515
4/29/2023 18:45,0.3186,-0.301099317,-0.020977483,0.098120833,-0.01894198,-0.01850583,-0.002013325
4/29/2023 19:00,0.32,-0.301057734,-0.020898905,0.098031124,-0.018957429,-0.017807097,-0.0020233
4/29/2023 19:15,0.3213,-0.301005197,-0.020793007,0.097953698,-0.01896773,-0.017152103,-0.002032558
4/29/2023 19:30,0.3225,-0.300959645,-0.020663482,0.097873404,-0.018974371,-0.016549388,-0.002041272
4/29/2023 19:45,0.3236,-0.300906765,-0.02051334,0.09778729,-0.018967496,-0.016004098,-0.002047291
4/29/2023 20:00,0.3246,-0.300848676,-0.020359915,0.097705725,-0.018946456,-0.015522749,-0.002052982
4/29/2023 20:15,0.3255,-0.300806029,-0.02019349,0.097622955,-0.018923391,-0.015121963,-0.002058571
4/29/2023 20:30,0.3262,-0.300783263,-0.02001582,0.097522657,-0.01889993,-0.014794049,-0.002062777
4/29/2023 20:45,0.3268,-0.300765311,-0.019848028,0.097402754,-0.018862684,-0.014538726,-0.002067327
4/29/2023 21:00,0.3274,-0.300772239,-0.019694827,0.097261567,-0.01882729,-0.014348505,-0.002071118
4/29/2023 21:15,0.3277,-0.300805576,-0.019560011,0.097094587,-0.018782201,-0.01424777,-0.002075605
4/29/2023 21:30,0.3279,-0.300859327,-0.019447328,0.096900998,-0.018741957,-0.014224204,-0.002081082
4/29/2023 21:45,0.328,-0.300940613,-0.019347942,0.09667667,-0.018709118,-0.014287652,-0.002087818
4/29/2023 22:00,0.3279,-0.301054464,-0.019280259,0.096422018,-0.018685008,-0.014433225,-0.00209334
4/29/2023 22:15,0.3277,-0.301202532,-0.019247025,0.096133699,-0.018642122,-0.014656527,-0.002100467
4/29/2023 22:30,0.3273,-0.301385963,-0.019251594,0.095813608,-0.018611144,-0.014963325,-0.002109445
4/29/2023 22:45,0.3269,-0.301607468,-0.019296732,0.095457624,-0.018593961,-0.015344597,-0.002120434
4/29/2023 23:00,0.3262,-0.301866919,-0.019387171,0.095066641,-0.018591373,-0.01580397,-0.002133738
4/29/2023 23:15,0.3255,-0.302164345,-0.019521736,0.094638285,-0.018605923,-0.016334086,-0.002149424
4/29/2023 23:30,0.3246,-0.302500047,-0.01970671,0.094175902,-0.018639371,-0.01693019,-0.002166283
4/29/2023 23:45,0.3236,-0.302874291,-0.019938927,0.093677738,-0.018692911,-0.01758345,-0.002186994
4/30/2023 0:00,0.3226,-0.303284821,-0.020221846,0.093139495,-0.018767997,-0.018292049,-0.002210419
4/30/2023 0:15,0.3214,-0.303733032,-0.020564192,0.092574131,-0.018852372,-0.019046042,-0.002235437
4/30/2023 0:30,0.3202,-0.304220358,-0.02095476,0.091971659,-0.018959538,-0.019844238,-0.002263294
4/30/2023 0:45,0.3189,-0.304738792,-0.021395929,0.091337915,-0.019093609,-0.020675398,-0.002294394
4/30/2023 1:00,0.3176,-0.305288571,-0.0218847,0.090678023,-0.019237158,-0.021539123,-0.002329224
4/30/2023 1:15,0.3162,-0.305870261,-0.022423273,0.089993698,-0.019421251,-0.022412664,-0.002366019
4/30/2023 1:30,0.3148,-0.306479775,-0.02300776,0.089286546,-0.019618546,-0.023311518,-0.002405664
4/30/2023 1:45,0.3133,-0.307113368,-0.023637286,0.088557217,-0.019843994,-0.024218507,-0.00244874
4/30/2023 2:00,0.3119,-0.307768138,-0.024313844,0.087813046,-0.020106456,-0.025125289,-0.002494578
4/30/2023 2:15,0.3104,-0.30844037,-0.025027877,0.087058787,-0.020384321,-0.026027496,-0.002542888
4/30/2023 2:30,0.309,-0.309126054,-0.025777071,0.086293722,-0.020689829,-0.026914613,-0.00259358
4/30/2023 2:45,0.3076,-0.30982232,-0.026558864,0.085520597,-0.021026335,-0.027791487,-0.002646337
4/30/2023 3:00,0.3062,-0.310526056,-0.027364099,0.0847487,-0.021385463,-0.02864994,-0.002701169
4/30/2023 3:15,0.3049,-0.311234178,-0.028196879,0.083973942,-0.021766319,-0.02947788,-0.002757768
4/30/2023 3:30,0.3036,-0.311940504,-0.029047609,0.083207951,-0.022167834,-0.030271957,-0.00281611
4/30/2023 3:45,0.3023,-0.31264677,-0.029915784,0.082445681,-0.022591763,-0.031043905,-0.002876004
4/30/2023 4:00,0.3011,-0.313349902,-0.030798508,0.081692173,-0.023030036,-0.031760505,-0.002937301
4/30/2023 4:15,0.3,-0.314035859,-0.031687035,0.080948293,-0.023487086,-0.032433463,-0.002999244
4/30/2023 4:30,0.299,-0.314710123,-0.032570948,0.080224668,-0.023955701,-0.033068768,-0.003061796
4/30/2023 4:45,0.298,-0.315359627,-0.03345822,0.079517472,-0.024436054,-0.033652259,-0.00312473
4/30/2023 5:00,0.297,-0.315992303,-0.034340735,0.0788379,-0.024925908,-0.034182513,-0.003187702
4/30/2023 5:15,0.2962,-0.316605743,-0.035215457,0.078179934,-0.025421995,-0.034669947,-0.003250605
4/30/2023 5:30,0.2955,-0.317192147,-0.036059098,0.077543303,-0.025923377,-0.035104861,-0.003313134
4/30/2023 5:45,0.2948,-0.317756076,-0.036886264,0.07694027,-0.0264271,-0.035486235,-0.003375098
4/30/2023 6:00,0.2942,-0.318283004,-0.037694507,0.076362135,-0.026932077,-0.035815115,-0.003435467
4/30/2023 6:15,0.2937,-0.31878399,-0.038482907,0.075809473,-0.027436283,-0.036091396,-0.00349497
4/30/2023 6:30,0.2932,-0.319258042,-0.039235507,0.075296345,-0.027936987,-0.036330948,-0.003553236
4/30/2023 6:45,0.2928,-0.319690377,-0.039949303,0.074821695,-0.028424786,-0.036535092,-0.003609034
4/30/2023 7:00,0.2925,-0.320094217,-0.040636655,0.074374808,-0.02889549,-0.036705633,-0.003663198
4/30/2023 7:15,0.2922,-0.320469576,-0.041293772,0.073955347,-0.029355006,-0.036821455,-0.003714517
4/30/2023 7:30,0.292,-0.320809044,-0.041919658,0.073562514,-0.029801732,-0.036912867,-0.003764867
4/30/2023 7:45,0.2918,-0.321114114,-0.042513798,0.073206745,-0.03023407,-0.036973559,-0.003812094
4/30/2023 8:00,0.2917,-0.321387181,-0.043048291,0.072874725,-0.030650866,-0.037019955,-0.00385714
4/30/2023 8:15,0.2916,-0.321627987,-0.043549717,0.072564763,-0.031051239,-0.037046477,-0.003898801
4/30/2023 8:30,0.2915,-0.321841029,-0.04401904,0.072288509,-0.031434603,-0.037069847,-0.003938245
4/30/2023 8:45,0.2914,-0.322032315,-0.04445692,0.072030014,-0.031787537,-0.037087751,-0.003975415
4/30/2023 9:00,0.2913,-0.322197996,-0.044851043,0.071799665,-0.032119269,-0.037109059,-0.00401044
4/30/2023 9:15,0.2911,-0.322337794,-0.045202958,0.071585907,-0.032418082,-0.037137191,-0.004043178
4/30/2023 9:30,0.291,-0.322456675,-0.045541012,0.071383274,-0.032697048,-0.037176752,-0.004072334
4/30/2023 9:45,0.2909,-0.322566774,-0.045840639,0.071190498,-0.032955864,-0.037237344,-0.004099355
4/30/2023 10:00,0.2906,-0.322670092,-0.046116719,0.071011364,-0.033195524,-0.037326479,-0.004123272
4/30/2023 10:15,0.2904,-0.322766763,-0.046359572,0.070831412,-0.033415764,-0.037462264,-0.004145385
4/30/2023 10:30,0.2901,-0.322869161,-0.046586844,0.070650916,-0.0336191,-0.037649178,-0.004166067
4/30/2023 10:45,0.2896,-0.322981928,-0.046791233,0.070448585,-0.033794016,-0.037902706,-0.00418567
4/30/2023 11:00,0.2891,-0.323107152,-0.046991625,0.070237662,-0.033944608,-0.038229713,-0.00420437
4/30/2023 11:15,0.2884,-0.323243129,-0.047197021,0.070007335,-0.034085281,-0.038623973,-0.004222679
4/30/2023 11:30,0.2876,-0.32338989,-0.047407205,0.069763888,-0.034218255,-0.039065548,-0.004239257
4/30/2023 11:45,0.2867,-0.323558109,-0.047625465,0.069496762,-0.034342276,-0.039589916,-0.004256709
4/30/2023 12:00,0.2857,-0.323756449,-0.047851344,0.069200398,-0.034461738,-0.040198948,-0.004271979
4/30/2023 12:15,0.2846,-0.323976419,-0.048098544,0.068873489,-0.034578354,-0.040883232,-0.004287794
4/30/2023 12:30,0.2833,-0.324215191,-0.04836551,0.068525929,-0.034695445,-0.041618924,-0.004304218
4/30/2023 12:45,0.2819,-0.324482416,-0.048660709,0.068147728,-0.034814104,-0.042419187,-0.004321388
