Size,D1,D2,D3,D4,D7,D8,D9,D11,D16,D50,D51,D54,D55,D56,D57,D58,D65,D64,D70,UP7,UP8,UP9,UP10,UP13,UP14,UP17,UP20,UP22,UP24,UP25,UP30,UP33,UP34,UP48,UP56,UP57,UP62,UP68,UP69,UP77,UP78,UP82
7.33,0.183033191,0.246108837,0.065189135,0.098802143,0.372359474,0.136425182,0.089691353,0.037350821,0.064815059,0.590170222,0.132777516,0.098242486,0.221057594,0.143153071,0.098528919,0.240370185,0.274369144,0.130470723,0.16406891,0.244030441,0.13711131,0.164164781,0.069418797,0.174772535,0.162472426,0.106582265,0.143515906,0.053175295,0.03841618,0.08002036,0.037250817,0.433858024,0.243598787,0.028239276,0.186784566,0.903725661,0.210893373,0.134640441,0.407256187,0.017152324,0.107574142,0.012241244
8.65,0.213364705,0.270271473,0.077316993,0.10561112,0.42899767,0.162054609,0.105000392,0.045498524,0.077931195,0.633305023,0.155087813,0.110400038,0.263605373,0.156998253,0.111612152,0.270278641,0.306355935,0.144727881,0.160463559,0.305435535,0.160091303,0.202053005,0.083060612,0.183478295,0.182733958,0.112688136,0.171239945,0.061618904,0.047263374,0.092835946,0.043368192,0.472499861,0.279655594,0.04101936,0.196927113,1.022561677,0.231335667,0.156953323,0.468601785,0.020199966,0.126885979,0.013764
10.21,0.25387683,0.303393192,0.093442605,0.117104714,0.502518258,0.193045095,0.123897953,0.056237987,0.093362458,0.690033258,0.183000959,0.124112026,0.314530305,0.176453583,0.122400447,0.305741829,0.34743069,0.16372325,0.158389519,0.381852579,0.184115891,0.250652808,0.100050563,0.190633362,0.204614424,0.116509318,0.209018044,0.070799758,0.058292217,0.108734365,0.051492366,0.508495724,0.316295923,0.061881979,0.210123256,1.144616954,0.254107358,0.187934709,0.5441131,0.024103098,0.150986693,0.015645389
12.05,0.307453077,0.346672017,0.114657801,0.135555911,0.586720094,0.224390265,0.143874819,0.069109091,0.108766845,0.75436638,0.216174946,0.135944736,0.367318166,0.201224035,0.129256979,0.335491989,0.389295734,0.186708511,0.185802946,0.467814119,0.204366554,0.309340129,0.118315881,0.194596671,0.22272335,0.117245925,0.256733336,0.0797727,0.070912034,0.126139039,0.063217862,0.535478581,0.34226983,0.092472271,0.223564336,1.242555388,0.277280132,0.227127005,0.624673309,0.028040856,0.176731698,0.017663662
14.22,0.399512556,0.42759496,0.154107827,0.176178014,0.710986775,0.261136308,0.172828453,0.08714341,0.129438839,0.877034792,0.265619542,0.156129846,0.44035474,0.236773079,0.143528124,0.375437996,0.453414904,0.225981103,0.186301698,0.582106454,0.228919076,0.388294287,0.144098096,0.208749397,0.245531221,0.122453345,0.327878229,0.094037339,0.09028735,0.153139872,0.088318264,0.583257753,0.365453866,0.13534646,0.251084184,1.370360223,0.319764559,0.285859215,0.739190938,0.033214542,0.211931141,0.020742237
16.78,0.539619664,0.553979549,0.220627543,0.245969871,0.858782787,0.293844552,0.21084687,0.108207425,0.156234422,1.047425467,0.333253972,0.180623737,0.525320888,0.272367354,0.162409925,0.420987075,0.525725142,0.279218995,0.205810794,0.707133997,0.255461187,0.478030381,0.171282138,0.229106389,0.263334024,0.131847137,0.418650182,0.116292344,0.118067191,0.191260398,0.140200576,0.639235972,0.366820582,0.179384392,0.281610064,1.497835959,0.378792098,0.36434208,0.876682825,0.0383847,0.251615314,0.024587535
19.81,0.730186947,0.724257099,0.316794138,0.346149559,1.030646946,0.332128087,0.267407521,0.13305134,0.194894709,1.265441291,0.422206453,0.211770778,0.623042536,0.305944265,0.190056531,0.480374885,0.605679529,0.346033361,0.242867068,0.847065007,0.295222744,0.589504269,0.203872324,0.262905201,0.290136154,0.15069973,0.530439327,0.151119939,0.158277398,0.248280775,0.227984433,0.704710676,0.360474284,0.218162343,0.321817668,1.657468871,0.462304971,0.457422228,1.039227593,0.043341601,0.294219931,0.029157659
23.37,0.939380662,0.897668825,0.420763702,0.448845648,1.225391982,0.397429015,0.359238282,0.162662072,0.254640784,1.515404665,0.534592919,0.251021163,0.733333669,0.333435387,0.231209904,0.561583703,0.697816142,0.420478528,0.283750717,1.013571069,0.367656691,0.748681793,0.248181175,0.318225931,0.348645286,0.186057758,0.663124346,0.207449859,0.217358937,0.334036597,0.341900892,0.774020387,0.361102444,0.262068862,0.368752913,1.885737523,0.580187898,0.546607598,1.220224655,0.0476324,0.337391516,0.034308863
27.58,1.124901001,1.021111785,0.497489955,0.516842039,1.438906944,0.515254185,0.491578552,0.20064486,0.330916048,1.779500678,0.675046769,0.2992966,0.858579595,0.368263676,0.283373452,0.674218715,0.810237252,0.500524907,0.34416255,1.223441644,0.489593653,0.989640513,0.315142021,0.385913105,0.458046056,0.235962542,0.817916485,0.283638515,0.292673212,0.44784221,0.442308165,0.83243767,0.380036636,0.327598894,0.425599216,2.213377912,0.732932466,0.619023669,1.410189302,0.051335862,0.380627498,0.040188744
32.55,1.290646776,1.079515152,0.559118685,0.564114136,1.605905427,0.672517413,0.610005204,0.237962393,0.382750725,2.03391674,0.837093896,0.346139189,0.972058023,0.428346872,0.327305593,0.801281639,0.923388851,0.58536024,0.406003992,1.428812929,0.621398414,1.260228929,0.391220465,0.416520579,0.574630154,0.273947687,0.972908737,0.346474457,0.35608528,0.546088246,0.535665613,0.840623317,0.395785464,0.41546771,0.505910217,2.506353363,0.885433317,0.67819321,1.565437449,0.052214143,0.404631635,0.045080837
38.41,1.47597278,1.11307455,0.627920232,0.621750302,1.730880544,0.862170479,0.697961049,0.272382892,0.409770872,2.327172373,1.032345794,0.392119912,1.093656883,0.531952493,0.362557989,0.948400245,1.061247615,0.697231257,0.492941264,1.618035679,0.736302607,1.522428157,0.470428757,0.398180615,0.650988315,0.291928368,1.135050703,0.391139977,0.404378435,0.621192214,0.642207161,0.809991017,0.395629198,0.52213934,0.638174673,2.739497802,1.045635912,0.757533954,1.691332071,0.050791821,0.41573589,0.04925155
45.32,1.641691236,1.122934109,0.677160586,0.674910471,1.777272517,1.042639291,0.792507826,0.290079844,0.456138237,2.623520645,1.239769455,0.425519796,1.206063472,0.603078821,0.398670042,1.087455474,1.218339736,0.806600097,0.538857726,1.728418078,0.842593408,1.687269347,0.527171951,0.373744713,0.703230058,0.316981086,1.274355199,0.458415752,0.456860894,0.70037732,0.75415457,0.763308478,0.376177096,0.620554006,0.751523076,2.963449241,1.238705257,0.803575422,1.761992835,0.047825561,0.410865059,0.051882016
53.48,1.824895477,1.12174808,0.739885539,0.74801325,1.715198813,1.172833893,0.838079848,0.287745136,0.481363005,2.903588069,1.430356293,0.442923001,1.30420262,0.670046095,0.420080125,1.204908932,1.338530968,0.910211388,0.588846892,1.727578922,0.893566886,1.696216626,0.548636842,0.326574068,0.698974336,0.321894653,1.366421839,0.515588189,0.482475847,0.738055657,0.898751524,0.687920316,0.338987382,0.686224644,0.86552148,3.043351215,1.415952239,0.822241801,1.747701554,0.041621729,0.382599593,0.050946061
63.11,1.894486256,1.025274902,0.737717539,0.735006993,1.595171348,1.349769719,0.848341347,0.280819037,0.477826544,3.067370675,1.56636968,0.445572722,1.401812357,0.784352598,0.428081406,1.32297753,1.462727593,0.992689561,0.619004755,1.692053422,0.940688676,1.675595281,0.571273021,0.26968493,0.674597919,0.299163797,1.424120516,0.540728441,0.46935232,0.716205378,0.890029914,0.600821222,0.312127122,0.705766791,0.999339646,3.058193641,1.538395752,0.801211723,1.666864536,0.036369764,0.351874005,0.048361248
74.48,1.900236134,0.91069449,0.712302015,0.714918773,1.407939887,1.376094069,0.833621765,0.252864692,0.487860593,3.118243751,1.608613607,0.425291345,1.46320765,0.803137378,0.42356486,1.362270397,1.484963509,1.024370091,0.557668385,1.538903007,0.905531131,1.467751182,0.534947976,0.225956852,0.589207738,0.275014809,1.419977161,0.583186121,0.450638585,0.667248933,0.856976277,0.5197912,0.258601043,0.645249469,1.041928685,2.867299039,1.628033723,0.731396788,1.51781696,0.029161689,0.302050566,0.041911166
87.89,1.859582082,0.778633417,0.682845383,0.688027629,1.201496675,1.320257125,0.752049984,0.221490112,0.459570013,3.056281765,1.543260581,0.388891097,1.506496815,0.838787862,0.393039936,1.35824363,1.446816557,1.010298678,0.477595516,1.343501664,0.803910901,1.2006114,0.47708743,0.177217496,0.473884544,0.225282926,1.37960413,0.570708497,0.39986262,0.559850866,0.775027353,0.440687841,0.213516738,0.533880965,1.089086382,2.522336901,1.614939485,0.657238352,1.32963492,0.023006434,0.252511587,0.034229817
103.72,1.583316868,0.57461664,0.557957711,0.556046096,0.958558041,1.215401065,0.65193218,0.183576569,0.406824971,2.721007989,1.337704034,0.328549617,1.475788512,0.769110803,0.352645087,1.265368531,1.284791231,0.885232745,0.375442239,1.114033859,0.699927047,0.942330097,0.40348488,0.148143024,0.392260865,0.183579149,1.238962296,0.526536173,0.329373075,0.436208968,0.567616622,0.37628591,0.178043686,0.398770052,0.985349468,2.11257573,1.488121842,0.519155794,1.083110924,0.016692301,0.196894045,0.024748738
122.39,1.318014447,0.426419976,0.454270602,0.460506294,0.739510294,0.970397174,0.538592173,0.144044108,0.351012168,2.318483224,1.080699139,0.262606717,1.425706595,0.600873337,0.317740611,1.12464385,1.113983777,0.724402043,0.241885106,0.867243232,0.560724523,0.671495062,0.307144069,0.131795442,0.307658439,0.154483666,1.067302109,0.467955504,0.265124279,0.330660226,0.426174162,0.342327357,0.141433389,0.27327106,0.79706069,1.703822706,1.333895616,0.403932095,0.858549096,0.011850059,0.152192268,0.016856231
144.43,0.969189792,0.278956883,0.325903698,0.329627388,0.533276309,0.769759861,0.407204134,0.108023312,0.259802739,1.806922046,0.796351851,0.194388328,1.304312112,0.448764966,0.267631583,0.935300717,0.907654969,0.523640292,0.147061718,0.652640532,0.437053489,0.471625634,0.226538379,0.113693357,0.248492426,0.123224772,0.845528652,0.356766756,0.189598054,0.224201388,0.2680231,0.30737813,0.117050219,0.177848365,0.610107446,1.313104128,1.082683592,0.28865147,0.634328601,0.007702033,0.109883335,0.010549351
170.44,0.700463372,0.191937781,0.234842866,0.248711095,0.356074664,0.496834079,0.281622264,0.072570749,0.175432092,1.350742923,0.545235266,0.13232847,1.121574861,0.26754724,0.214993404,0.703771566,0.717788542,0.335217913,0.064848594,0.442018434,0.289234146,0.283486827,0.141313878,0.096784889,0.166037284,0.100926693,0.617475307,0.247998982,0.125980384,0.142924337,0.176672137,0.288842854,0.070150872,0.107378657,0.427087134,0.930727859,0.818349891,0.203221534,0.448083405,0.004394356,0.074616913,0.006720105
201.13,0.452436429,0.120628566,0.15268703,0.169400224,0.208839787,0.284148087,0.168860015,0.042743065,0.098424496,0.919513286,0.337691934,0.080970387,0.862823504,0.130923388,0.159772306,0.458713691,0.529690742,0.175591053,0.021462714,0.269497883,0.16728482,0.149531405,0.076198773,0.079901523,0.102870368,0.08098318,0.392313264,0.14478202,0.07172282,0.078107886,0.106785026,0.27033181,0.036080178,0.059768444,0.273020574,0.606332663,0.5503695,0.128698657,0.285090643,0.001984453,0.043765314,0.004121838
237.35,0.278297698,0.073211264,0.093237847,0.106644394,0.113851772,0.153825621,0.097669573,0.023534899,0.050467517,0.589911443,0.202538449,0.047630573,0.63597531,0.053685047,0.122140188,0.274856179,0.41229533,0.079082753,0.005820288,0.155394846,0.092707765,0.074263287,0.038205598,0.069118141,0.063651898,0.068435533,0.231964533,0.077738905,0.037668777,0.040264005,0.063094604,0.266323189,0.016804662,0.032804678,0.16721882,0.39686506,0.354431746,0.077983242,0.170551951,0.000762511,0.023981129,0.002643496
280.09,0.171819044,0.044887474,0.057098492,0.067845726,0.056760331,0.073919887,0.05238145,0.011794926,0.023484917,0.37376749,0.120407435,0.027549665,0.453093958,0.018240095,0.094661244,0.150019691,0.330139353,0.031134664,0.001106854,0.083905809,0.045351366,0.032242949,0.016692134,0.060658012,0.034839984,0.059727324,0.127979881,0.038570872,0.018048839,0.019071366,0.038886167,0.276979292,0.005970128,0.017563906,0.103049232,0.25162061,0.222187146,0.046149144,0.097483085,0.000230543,0.011745446,0.001685305
330.52,0.10294008,0.026136253,0.033110845,0.040062499,0.026014602,0.033815364,0.02676596,0.005507186,0.009877976,0.225900995,0.070449318,0.015514337,0.295655226,0.00493723,0.069261725,0.069779189,0.263844811,0.010314518,0.000182831,0.042774664,0.020565146,0.013188605,0.006690042,0.047565251,0.017761652,0.048482868,0.066120748,0.017732083,0.008016125,0.008430995,0.023607971,0.255584665,0.001624051,0.009426417,0.059500043,0.153670783,0.132729561,0.025962529,0.052381767,5.40799E-05,0.004950753,0.001011113
390.04,0.056650772,0.013869803,0.017694382,0.020934467,0.011170904,0.014103498,0.011936068,0.002364547,0.003559028,0.124533523,0.038688189,0.008110789,0.153528325,0.000912277,0.039907047,0.024229463,0.175976243,0.002772906,4.14787E-05,0.020646202,0.007826649,0.00512434,0.002486353,0.02747837,0.007226812,0.029372766,0.029977929,0.007210608,0.003190772,0.003446715,0.013061089,0.173133658,0.00027664,0.004995483,0.026839531,0.081127474,0.068575675,0.013632489,0.026433453,1.05333E-05,0.001831185,0.000467668
460.27,0.030201599,0.007457128,0.009350072,0.010244504,0.005250587,0.006198182,0.004943963,0.001069966,0.00116079,0.064035347,0.021017663,0.00413413,0.06008261,0.000127338,0.017216235,0.006976734,0.097860437,0.000747406,0,0.010521664,0.002701795,0.002404965,0.001067852,0.011166271,0.002497828,0.012583721,0.012972434,0.002827354,0.001309931,0.001506058,0.007187806,0.081919037,0,0.002998318,0.008802578,0.039432032,0.031096789,0.007400012,0.013793388,2.93682E-06,0.000672636,0.000165653
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
