Size ,D1,D2,D3,D4,D7,D8,D9,D11,D16,D50,D51,D54,D55,D56,D57,D58,D65,D64,D70,UP7,UP8,UP9,UP10,UP13,UP14,UP17,UP20,UP22,UP24,UP25,UP30,UP33,UP34,UP48,UP56,UP57,UP62,UP68,UP69,UP77,UP78,UP82
6.21,0.00592223,0.014386102,0.005527383,0.008871467,0.013492568,0.006825187,0.006942215,0.008208164,0.007876618,0.011375079,0.005611829,0.013564732,0.006468104,0.012202631,0.011132195,0.010385523,0.009511344,0.009112333,0.014842805,0.008386821,0.009555679,0.007124842,0.00847168,0.024821109,0.015402075,0.017944601,0.005974374,0.005998452,0.005385685,0.008185109,0.003318817,0.021349558,0.029472241,0.002784844,0.012047641,0.016105263,0.007966947,0.010070671,0.013513203,0.020500596,0.015452151,0.015736041
7.33,0.006788438,0.015420652,0.006389452,0.009098411,0.015207725,0.00788199,0.007918673,0.00978088,0.00928119,0.011925739,0.006508325,0.014741672,0.007646144,0.012874335,0.012460468,0.011369001,0.010398487,0.009819324,0.021886336,0.010355156,0.011098717,0.00851198,0.009741211,0.025849732,0.016828794,0.01926937,0.006912992,0.006849845,0.006514941,0.009239729,0.003829404,0.023193215,0.033173406,0.003882715,0.01252863,0.018070175,0.008652947,0.011509339,0.015361653,0.023718713,0.017954346,0.017415072
8.65,0.007890029,0.016884638,0.007555781,0.00969672,0.017469191,0.009335095,0.009242911,0.011879307,0.011126411,0.012759597,0.007579462,0.016517056,0.009090909,0.014077806,0.014073371,0.012745869,0.011576498,0.010860173,0.021342201,0.01292255,0.012920617,0.010445565,0.011621094,0.027057245,0.018871595,0.020313127,0.008224076,0.007914087,0.007991661,0.010687864,0.004445112,0.025184366,0.037971213,0.005623243,0.01316995,0.020385965,0.009463673,0.013377082,0.017623421,0.027850616,0.021115013,0.019523624
10.21,0.009349402,0.018875659,0.009093982,0.010707654,0.020378605,0.011074417,0.010861423,0.014622725,0.01327458,0.013845186,0.008906741,0.018491921,0.010802401,0.015757067,0.015370019,0.014358773,0.013074462,0.012234878,0.020979444,0.016089003,0.01479829,0.012904582,0.01394043,0.027996422,0.021044099,0.020915295,0.00999702,0.009055728,0.009815844,0.012466551,0.005256044,0.02699115,0.04276902,0.008448253,0.013994503,0.022725146,0.010352354,0.01595154,0.020378875,0.033094954,0.025021949,0.022100742
12.05,0.011251295,0.021432754,0.011088573,0.012316897,0.023643756,0.012791722,0.01253344,0.017856512,0.015367667,0.015040906,0.010455233,0.020127668,0.012536119,0.017856143,0.016129032,0.015656963,0.014557882,0.013864886,0.024455865,0.019587077,0.016322737,0.015825977,0.016381836,0.028398927,0.022762646,0.020915295,0.012202026,0.010139319,0.011865879,0.014371163,0.006412374,0.028244838,0.045990404,0.012545187,0.014796152,0.02451462,0.011225444,0.019156991,0.023249139,0.038259833,0.029104478,0.024795002
14.22,0.014508992,0.026234628,0.014790399,0.015886115,0.02843349,0.014773228,0.014941145,0.022344937,0.01814927,0.017353682,0.012748865,0.022940355,0.014914425,0.020850826,0.017773561,0.017387884,0.016826643,0.016653574,0.024334946,0.024186992,0.018144637,0.019714166,0.019799805,0.030232558,0.024902724,0.021678041,0.015464839,0.011861455,0.014993051,0.017314654,0.008890224,0.030530973,0.048732008,0.018221984,0.016491067,0.026830409,0.012846897,0.023927309,0.027301952,0.044974176,0.034635645,0.028894963
16.78,0.019414368,0.033671677,0.020977011,0.021972354,0.034023631,0.016468516,0.018057785,0.027487189,0.02170201,0.020531781,0.015845849,0.026291642,0.017626139,0.023761545,0.019924099,0.0193155,0.019328098,0.020384918,0.026632406,0.029107831,0.020059491,0.024043716,0.02331543,0.032871199,0.026459144,0.023123244,0.019561979,0.014531734,0.019423211,0.02142295,0.013981078,0.033148968,0.048457848,0.023925559,0.018323408,0.029052632,0.015076395,0.030212014,0.032078071,0.051489869,0.040737489,0.033932058
19.81,0.025976838,0.043529182,0.029783638,0.030575614,0.040376064,0.018405989,0.0226458,0.033420216,0.026769485,0.024528005,0.019850972,0.03048075,0.02067126,0.026392387,0.023055028,0.021793863,0.022018615,0.024980361,0.031076179,0.034477963,0.022922476,0.029319042,0.027441406,0.037298748,0.0288262,0.026134083,0.024508343,0.018672601,0.025747047,0.027498819,0.022480853,0.036135693,0.047087046,0.028772259,0.020705451,0.031789474,0.018194574,0.03750631,0.037600459,0.057489074,0.047102722,0.039789145
23.37,0.032972413,0.053230529,0.03902975,0.03911698,0.04736374,0.021730515,0.030016051,0.040311893,0.0345084,0.028980491,0.024799162,0.035647317,0.024005335,0.028379513,0.027672359,0.025137687,0.025029087,0.02994894,0.035822249,0.040703894,0.028165086,0.036738125,0.032958984,0.044543828,0.034176394,0.031834605,0.03022944,0.025290248,0.034885337,0.03650244,0.033263253,0.039159292,0.046538725,0.034100951,0.023408154,0.035684211,0.022528843,0.044220091,0.043559127,0.062336114,0.053292362,0.046192893
27.58,0.039064118,0.059906305,0.045655849,0.044563648,0.055024774,0.027873184,0.040636704,0.049195971,0.044367943,0.033668974,0.030981488,0.042050668,0.027806179,0.031010355,0.033554712,0.029858379,0.028752182,0.035271013,0.042986699,0.048609328,0.037107269,0.048045397,0.04140625,0.053443649,0.044422827,0.039943798,0.036889154,0.034210526,0.046473245,0.04841807,0.04257396,0.041666667,0.048457848,0.042174321,0.026729272,0.041438596,0.028157156,0.049545684,0.049804822,0.066468017,0.059482002,0.053533776
32.55,0.044619151,0.063048995,0.051081812,0.048421704,0.061135815,0.036217525,0.050200642,0.058084467,0.051087855,0.038310258,0.038246594,0.048414123,0.031340298,0.0359082,0.038583175,0.035326515,0.03262071,0.041064415,0.050483676,0.056514763,0.046886038,0.060907945,0.051171875,0.057423971,0.055479896,0.046166198,0.043682956,0.041602167,0.05628909,0.058775382,0.051329028,0.041887906,0.05023989,0.053246753,0.031630783,0.04671345,0.033863424,0.054038364,0.055040184,0.067302344,0.062949956,0.059781335
38.41,0.051464081,0.065567051,0.057860041,0.05382711,0.066459154,0.04682959,0.057932049,0.067056901,0.055163867,0.044210195,0.047572476,0.055316178,0.035563459,0.04497621,0.043105629,0.042171518,0.037812682,0.049332286,0.061819831,0.064548567,0.05603272,0.074211854,0.062060547,0.055366726,0.063391699,0.049618627,0.051400477,0.047368421,0.064471855,0.067432709,0.062066376,0.040707965,0.050651131,0.067492302,0.040242785,0.051497076,0.040333645,0.060878344,0.059977038,0.066030989,0.06523266,0.065872706
45.32,0.058817437,0.067967988,0.064114266,0.060037136,0.070118155,0.058190225,0.06758962,0.073378689,0.063095566,0.051211454,0.058702992,0.061679633,0.040297844,0.052392947,0.048703352,0.049685287,0.044604421,0.058641005,0.069437727,0.07084938,0.065885852,0.084510298,0.071459961,0.053398927,0.070363165,0.055359293,0.059296782,0.057043344,0.074843641,0.078120573,0.074891125,0.039417404,0.049485949,0.082420672,0.048694457,0.057239766,0.049095728,0.066355376,0.064202067,0.063885578,0.066242318,0.071300273
53.48,0.067931457,0.070544603,0.072785666,0.069135548,0.070308728,0.068009687,0.074264312,0.075627319,0.069182044,0.058889239,0.070369077,0.066706563,0.045276728,0.060481388,0.053320683,0.057199056,0.05091623,0.06875491,0.078839178,0.073577236,0.072597137,0.088272383,0.077270508,0.048479428,0.07266537,0.058410277,0.066060787,0.066660217,0.082123002,0.085534393,0.092731641,0.036910029,0.046333105,0.094698085,0.058268438,0.061076023,0.058309947,0.070545179,0.066165327,0.057767183,0.064091308,0.072745021
63.11,0.074211468,0.067850869,0.076369168,0.071487518,0.068809554,0.082364597,0.079106474,0.077668316,0.072266593,0.065465702,0.081092095,0.070616397,0.05121138,0.074503219,0.057179001,0.066089693,0.058551483,0.078908091,0.087212817,0.075834403,0.080423871,0.091761244,0.084667969,0.042128801,0.073800259,0.057125652,0.072452324,0.073568111,0.084068798,0.087344562,0.096636132,0.033923304,0.044893763,0.102490293,0.070797068,0.064584795,0.066666667,0.072337203,0.066406429,0.053118792,0.062028095,0.072666927
74.48,0.078184728,0.063302752,0.07745098,0.073034867,0.063791132,0.088199031,0.08164794,0.073458208,0.077499311,0.069902454,0.087472348,0.070795931,0.05614581,0.080128743,0.059424415,0.07147915,0.062434555,0.085526316,0.082527207,0.072443303,0.08131623,0.08442623,0.083276367,0.037075134,0.06770428,0.055158571,0.075879023,0.083339783,0.084781098,0.085471431,0.097732392,0.030825959,0.039067855,0.098420137,0.077530921,0.063602339,0.074103524,0.06935891,0.063513203,0.044735797,0.055926251,0.066146037
87.89,0.080962245,0.05727113,0.078566599,0.074375903,0.057603862,0.089542052,0.07794275,0.068086234,0.077251446,0.072498427,0.088799627,0.068501895,0.061169149,0.088553037,0.058349146,0.075413061,0.064368819,0.089257659,0.074788392,0.066923406,0.076389664,0.073076923,0.078588867,0.030769231,0.057619974,0.047812124,0.078009535,0.08630031,0.079603892,0.075885408,0.093527557,0.027654867,0.034132968,0.086169501,0.08575355,0.059204678,0.077782975,0.06595154,0.058874856,0.037346047,0.049473222,0.05716517
103.72,0.072874494,0.044680851,0.067866802,0.06354446,0.048583407,0.087142228,0.071428571,0.059657183,0.072294134,0.068234739,0.081371522,0.06118093,0.063347411,0.085838231,0.055344719,0.074272227,0.060427574,0.082678712,0.062152358,0.058664955,0.070310467,0.06063472,0.070263672,0.027191413,0.05042153,0.041188278,0.074061383,0.084171827,0.069318972,0.062505903,0.072413275,0.024963127,0.030089102,0.068041237,0.082020156,0.052421053,0.075771749,0.055073195,0.050700344,0.028645213,0.040781387,0.04369387
122.39,0.064711421,0.0353699,0.058941853,0.056137817,0.039982213,0.074218406,0.062948101,0.049933734,0.066538144,0.062020138,0.070124578,0.052164373,0.065281174,0.071536524,0.053194181,0.070416994,0.055890052,0.072172035,0.042714631,0.048716303,0.060085518,0.046090794,0.057055664,0.025805009,0.042185473,0.036973103,0.068057211,0.079798762,0.0595205,0.050543051,0.057996696,0.024225664,0.025496916,0.049738921,0.070774164,0.045099415,0.072450889,0.045709238,0.042870264,0.021692491,0.033625988,0.031745412
144.43,0.051624141,0.025102479,0.045875592,0.043593976,0.03127938,0.063870542,0.051631889,0.040625552,0.053428807,0.052438641,0.056060077,0.041891083,0.064792176,0.057962497,0.048608476,0.063532651,0.049403723,0.056598586,0.028174123,0.039773214,0.050808701,0.035119798,0.045654297,0.024150268,0.036964981,0.031995183,0.058492253,0.066002322,0.046177901,0.037179285,0.039570506,0.02359882,0.022892392,0.03511849,0.058772332,0.037707602,0.063797942,0.035436648,0.034362801,0.015295987,0.026338894,0.02155408
170.44,0.042124094,0.019500293,0.037322515,0.037136373,0.023580231,0.046543373,0.040315677,0.030813748,0.040732581,0.044257395,0.043334498,0.03219629,0.062902867,0.039014833,0.044086022,0.053973249,0.044109948,0.040907306,0.014026602,0.030412923,0.037962447,0.023833544,0.03215332,0.023211091,0.027885863,0.029586511,0.048227056,0.051799536,0.034642113,0.026759011,0.029448866,0.025036873,0.015490062,0.023938948,0.04644984,0.030175439,0.054443405,0.028167592,0.027405281,0.009853,0.020193152,0.015501757
201.13,0.032068543,0.014444661,0.028600406,0.029812255,0.016300343,0.031373844,0.028491172,0.021390705,0.026934729,0.035509755,0.031633485,0.023219629,0.057034897,0.022502099,0.038614801,0.041463415,0.038365329,0.025255302,0.005471584,0.021854942,0.025878416,0.01481715,0.02043457,0.022584973,0.020363165,0.027980731,0.036114422,0.035642415,0.023245309,0.017235952,0.020979126,0.027617994,0.009389993,0.015704914,0.03499771,0.023169591,0.043155597,0.021024735,0.020551091,0.005244338,0.013959614,0.01120656
237.35,0.024112607,0.010716377,0.021348884,0.022942026,0.01086266,0.020761779,0.020144462,0.01439742,0.016882402,0.027847703,0.023192455,0.016696589,0.051389198,0.011279037,0.036084756,0.030369788,0.036503781,0.013904163,0.001813785,0.015404365,0.01753114,0.008995376,0.012524414,0.023881932,0.015402075,0.028904055,0.026102503,0.023393963,0.014923558,0.010861011,0.015152425,0.033259587,0.005346127,0.010536886,0.026202474,0.018538012,0.03397256,0.015572943,0.015028703,0.00246325,0.009350307,0.008785631
280.09,0.0182657,0.008061683,0.016041244,0.017907984,0.006644645,0.012241303,0.013255752,0.008853154,0.009639218,0.021648836,0.016916987,0.011849192,0.044921094,0.004701931,0.034313725,0.020338316,0.035863874,0.006716418,0.000423216,0.010205392,0.010522402,0.004791929,0.006713867,0.025715564,0.010343709,0.030951425,0.017669845,0.014241486,0.008773454,0.006311979,0.011458177,0.042441003,0.002330363,0.006921944,0.019812185,0.014421053,0.02613034,0.01130742,0.01053961,0.000913786,0.005618964,0.006872316
330.52,0.014198286,0.006090182,0.012068966,0.013719827,0.003951213,0.007265522,0.008788122,0.005363138,0.005260259,0.016976086,0.012842007,0.008657491,0.038030673,0.001651273,0.03257432,0.0122738,0.037187318,0.002886881,9.07E-05,0.006750107,0.006190742,0.002543085,0.003491211,0.026162791,0.006841764,0.03259735,0.011844458,0.008494582,0.005055594,0.003620337,0.009025379,0.050811209,0.000822481,0.004819922,0.014841961,0.011426901,0.020252572,0.008253407,0.007347876,0.000278109,0.003072871,0.005349473
390.04,0.011467847,0.004743314,0.009465855,0.010521972,0.002490154,0.00444738,0.005751739,0.003379572,0.002781603,0.013735053,0.010350448,0.006642729,0.028984219,0.000447803,0.027545857,0.006254917,0.036401978,0.001139042,3.02E-05,0.004781772,0.003457892,0.001450189,0.001904297,0.022182469,0.004085603,0.028984344,0.007881406,0.005069659,0.00295344,0.002172202,0.007328428,0.050516224,0.00020562,0.003748828,0.009825928,0.008853801,0.015357031,0.006360424,0.005442021,7.95E-05,0.00166813,0.003631394
460.27,0.010950005,0.004567636,0.008958756,0.009222199,0.002096303,0.003500661,0.004266988,0.002739,0.001624897,0.012649465,0.010071021,0.006064233,0.020315626,0.000111951,0.021283997,0.003225806,0.036256545,0.000549882,0,0.00436457,0.002137944,0.001219,0.001464844,0.016144902,0.002529183,0.022240064,0.006108462,0.003560372,0.002171647,0.001699984,0.007223307,0.042809735,0,0.004029991,0.005771874,0.007707602,0.012472716,0.006183746,0.005086108,3.97E-05,0.001097454,0.002303788
