Size,D1,D2,D3,D4,D7,D8,D9,D11,D16,D50,D51,D54,D55,D56,D57,D58,D65,D64,D70,UP7,UP8,UP9,UP10,UP13,UP14,UP17,UP20,UP22,UP24,UP25,UP30,UP33,UP34,UP48,UP56,UP57,UP62,UP68,UP69,UP77,UP78,UP82
5.27,0.118177543,0.19617411,0.042194267,0.079183004,0.268834971,0.08751651,0.05979133,0.023796164,0.041310931,0.434801766,0.083150433,0.071095152,0.117630082,0.11390988,0.063029415,0.164988198,0.174328976,0.097014926,0.088531742,0.143057345,0.089591153,0.10668348,0.046813962,0.134436492,0.12163288,0.072506181,0.091253734,0.034459948,0.023718693,0.05716984,0.024469082,0.280973445,0.18163489,0.014014181,0.133459005,0.63105264,0.1393826,0.092885281,0.283208957,0.012424792,0.074748554,0.009219758
6.21,0.137147002,0.21579153,0.049453496,0.084278937,0.310329064,0.102377805,0.06942215,0.028728574,0.049228863,0.477753318,0.097752449,0.081388392,0.143223227,0.12202631,0.071568882,0.186939414,0.196570946,0.108208954,0.106022156,0.180316652,0.10561892,0.128247156,0.05506592,0.148926654,0.136909045,0.083747453,0.106684397,0.040009675,0.028721858,0.065480872,0.028764187,0.32024337,0.210520217,0.018566555,0.152607469,0.724736835,0.15933894,0.107423848,0.329384323,0.014637426,0.088293591,0.010495939
7.33,0.157206647,0.23130978,0.057166427,0.086434905,0.349777675,0.11822985,0.07918673,0.03423308,0.058007438,0.500881038,0.113368513,0.088450032,0.169308567,0.12874335,0.080108349,0.204642018,0.214905531,0.116604473,0.156334098,0.222635854,0.122674119,0.15321564,0.063317872,0.155098392,0.14959115,0.08993015,0.123445298,0.045688466,0.03474418,0.073917832,0.033189444,0.347898225,0.236957639,0.025886061,0.158700156,0.813157875,0.17305894,0.122770119,0.374440292,0.016935161,0.102591133,0.011615853
8.65,0.182717292,0.25326957,0.067601573,0.09211884,0.401791393,0.140026425,0.09242911,0.041577575,0.069540069,0.535903074,0.132026649,0.099102336,0.201299998,0.14077806,0.090477702,0.229425642,0.239251484,0.128964554,0.152447342,0.277834825,0.14281158,0.18802017,0.075537111,0.16234347,0.167749608,0.094801364,0.146857325,0.05278696,0.042619528,0.085502912,0.038525786,0.37776549,0.271228374,0.037490161,0.166823757,0.917368425,0.18927346,0.142693334,0.429570887,0.01988534,0.120651184,0.013022257
10.21,0.216513452,0.283134885,0.081363857,0.101722713,0.468707915,0.166116255,0.10861423,0.051179538,0.082966125,0.581497812,0.155146521,0.110951526,0.239197565,0.15757067,0.098813852,0.258457914,0.270209906,0.145289176,0.149856168,0.345913565,0.163565499,0.232282476,0.090612795,0.167978532,0.187060996,0.097611682,0.178516786,0.060401706,0.052347896,0.099732408,0.045554133,0.40486725,0.30549911,0.056324503,0.17726837,1.02263157,0.20704708,0.170155077,0.496735078,0.023629797,0.142975417,0.014741195
12.05,0.26055749,0.32149131,0.099209463,0.117010522,0.543806388,0.19187583,0.1253344,0.062497792,0.096047919,0.631718052,0.182119704,0.120766008,0.277587283,0.17856143,0.103693547,0.281825334,0.300867747,0.164645521,0.174688244,0.421122156,0.180415212,0.284867586,0.106481934,0.170393562,0.20233716,0.097611682,0.217891578,0.067629258,0.063280733,0.114969304,0.055576045,0.42367257,0.328509456,0.083638762,0.187422857,1.1031579,0.22450888,0.204347623,0.566697763,0.027317521,0.166302987,0.016538266
14.22,0.335999237,0.39351942,0.1323297,0.150918093,0.65397027,0.22159842,0.14941145,0.07820728,0.113432938,0.728854644,0.222072479,0.13764213,0.330250113,0.20850826,0.114266224,0.312981912,0.347756231,0.197761191,0.173824519,0.520020328,0.200552673,0.354854988,0.128698733,0.181395348,0.221360314,0.101171417,0.27615563,0.079115905,0.079957941,0.138517232,0.077051571,0.457964595,0.348092733,0.121485967,0.208892346,1.207368405,0.25693794,0.255232605,0.66548508,0.032111562,0.197908076,0.01927294
16.78,0.449597934,0.505075155,0.187681317,0.208737363,0.782543513,0.24702774,0.18057785,0.096205162,0.135637563,0.862334802,0.276018844,0.157749852,0.390295596,0.23761545,0.128092032,0.347679,0.399453801,0.242070901,0.190235276,0.625818367,0.221717554,0.432786888,0.151550295,0.197227194,0.235195331,0.10791618,0.349318259,0.096926666,0.103583984,0.1713836,0.121174003,0.49723452,0.346134408,0.159511702,0.232102609,1.30736844,0.3015279,0.322271553,0.781902981,0.036763766,0.232774012,0.022632683
19.81,0.601571614,0.65293773,0.266474209,0.290468333,0.928649472,0.276089835,0.226458,0.116970756,0.167309281,1.03017621,0.345784081,0.1828845,0.45772371,0.26392387,0.148220775,0.392289534,0.455058716,0.296641787,0.221977147,0.741276205,0.253362127,0.527742756,0.178369139,0.223792488,0.256236092,0.121967765,0.437645481,0.124546249,0.137309002,0.219990552,0.194841553,0.542035395,0.33634277,0.191824651,0.262275948,1.43052633,0.36389148,0.400079809,0.916511188,0.041047199,0.269144954,0.02653936
23.37,0.76357514,0.798457935,0.349199173,0.37161131,1.08936602,0.325957725,0.30016051,0.141091626,0.2156775,1.217180622,0.431976603,0.213883902,0.531550133,0.28379513,0.177905596,0.452478366,0.517276141,0.355643663,0.255878325,0.875133721,0.311308696,0.66128625,0.214233396,0.267262968,0.303793966,0.148572102,0.53980711,0.168685954,0.186043502,0.29201952,0.288292614,0.58738938,0.332426113,0.22735104,0.296511087,1.605789495,0.45057686,0.471695711,1.061753721,0.044507985,0.304512556,0.03081066
27.58,0.904646845,0.898594575,0.408482881,0.423354656,1.265569802,0.41809776,0.40636704,0.172185899,0.277299644,1.414096908,0.539666539,0.252304008,0.615712222,0.31010355,0.215723243,0.537450822,0.594221345,0.418843279,0.307053991,1.045100552,0.410146644,0.864817146,0.269140625,0.320661894,0.394874509,0.186417705,0.658729623,0.228184208,0.247841816,0.38734456,0.368988511,0.625000005,0.346134408,0.281176198,0.338579688,1.86473682,0.56314312,0.528503811,1.213992536,0.047458164,0.339880159,0.035707029
32.55,1.033290299,0.945734925,0.457028972,0.460006188,1.406123745,0.543262875,0.50200642,0.203295635,0.319299094,1.609030836,0.666217421,0.290484738,0.693968219,0.359082,0.248051232,0.63587727,0.674172214,0.487639928,0.360604898,1.215067405,0.518231378,1.09634301,0.332617188,0.344543826,0.493160796,0.215457646,0.780046545,0.277486454,0.300189717,0.470203056,0.444868686,0.62831859,0.358863534,0.354996102,0.400667128,2.10210525,0.67726848,0.576427229,1.341604485,0.048053874,0.359696049,0.03987415
38.41,1.191805188,0.983505765,0.517673787,0.511357545,1.528560542,0.70244385,0.57932049,0.234699154,0.344774169,1.85682819,0.828664959,0.331897068,0.787481673,0.4497621,0.277126089,0.759087324,0.781474699,0.585820896,0.441579053,1.387794191,0.619329654,1.335813372,0.403393556,0.332200356,0.563488812,0.231570132,0.917858318,0.315947368,0.343828403,0.539461672,0.537929281,0.610619475,0.361801029,0.449971177,0.509755358,2.31736842,0.8066729,0.649389295,1.461940301,0.047146126,0.372739419,0.043937095
45.32,1.362094206,1.01951982,0.573630338,0.570352792,1.612717565,0.872853375,0.6758962,0.256825412,0.394347288,2.150881068,1.022547418,0.370077798,0.89231516,0.52392947,0.31311385,0.894335166,0.921839569,0.696361934,0.495993684,1.52326167,0.728236322,1.521185364,0.464489747,0.320393562,0.625458174,0.25836182,1.058862636,0.380479104,0.399141137,0.624964584,0.64908138,0.59126106,0.353478134,0.54949862,0.616812687,2.57578947,0.98191456,0.707812796,1.564925383,0.045614303,0.378508605,0.047557282
53.48,1.573156681,1.058169045,0.651213354,0.656787706,1.617100744,1.020145305,0.74264312,0.264695617,0.432387775,2.473348038,1.225758952,0.400239378,1.002562588,0.60481388,0.342798671,1.029583008,1.052285725,0.816464556,0.563148248,1.581910574,0.802416155,1.588902894,0.502258302,0.290876568,0.645922474,0.272600763,1.179647473,0.444623647,0.43796197,0.684275144,0.803705133,0.553650435,0.330957369,0.631352133,0.738086304,2.748421035,1.16619894,0.752505424,1.612779846,0.041245769,0.366217734,0.048520929
63.11,1.718589176,1.017763035,0.683274946,0.679131421,1.582619742,1.235468955,0.79106474,0.271839106,0.451666206,2.749559484,1.412543203,0.423698382,1.133973587,0.74503219,0.367603797,1.189614474,1.210083499,0.937033581,0.622961152,1.630439665,0.888925046,1.651702392,0.550341799,0.252772806,0.656010502,0.266605418,1.29378115,0.4906993,0.4483389,0.698756496,0.837545356,0.50884956,0.320676149,0.683302783,0.89678646,2.906315775,1.33333334,0.771620944,1.618656707,0.037926817,0.354428535,0.04846884
74.48,1.810601931,0.94954128,0.692953918,0.693831237,1.467196036,1.322985465,0.8164794,0.257103728,0.484370694,2.935903068,1.52368083,0.424775586,1.243236671,0.80128743,0.382039564,1.2866247,1.290334948,1.015625003,0.58949184,1.557531015,0.89878829,1.51967214,0.541296386,0.222450804,0.601823345,0.257425051,1.354971714,0.555876353,0.452137596,0.683771448,0.847046641,0.462389385,0.279061688,0.656167053,0.982084176,2.862105255,1.48207048,0.739851493,1.548134323,0.031941359,0.319562598,0.044119407
87.89,1.87492367,0.85906695,0.702935361,0.706571079,1.324888826,1.34313078,0.7794275,0.238301819,0.482821538,3.044933934,1.546800703,0.41101137,1.354468466,0.88553037,0.37512666,1.357435098,1.330310382,1.059934701,0.534213484,1.438853229,0.844334956,1.315384614,0.510827636,0.184615386,0.512183949,0.223139183,1.393016266,0.575623068,0.424527556,0.607083264,0.810603337,0.414823005,0.24381179,0.574492063,1.086240218,2.66421051,1.5556595,0.703505077,1.435074615,0.026665078,0.282689991,0.038129168
103.72,1.687627532,0.670212765,0.607204277,0.60367237,1.117418361,1.30713342,0.71428571,0.208800141,0.451838338,2.865859038,1.417410542,0.36708558,1.402701722,0.85838231,0.355811198,1.336900086,1.248856672,0.981809705,0.443954293,1.261296533,0.777141592,1.09142496,0.456713868,0.163148478,0.44819698,0.192225693,1.322514116,0.561426086,0.369678078,0.500047224,0.627605854,0.374446905,0.214926456,0.453630927,1.038949316,2.358947385,1.51543498,0.587465771,1.235820885,0.020452682,0.233024845,0.029143811
122.39,1.498587088,0.5305485,0.527352759,0.533309262,0.919590899,1.11327609,0.62948101,0.174768069,0.4158634,2.604845796,1.221500024,0.312986238,1.445521036,0.71536524,0.34198539,1.267505892,1.155079705,0.857042916,0.305110609,1.047400515,0.66412523,0.829634292,0.370861816,0.154830054,0.374986669,0.172553472,1.215297617,0.532257743,0.317422827,0.404344408,0.502657364,0.36338496,0.182124471,0.331609386,0.896496335,2.029473675,1.44901778,0.487580442,1.044962685,0.015488439,0.192138895,0.02117419
144.43,1.195511857,0.376537185,0.410448922,0.414142772,0.71942574,0.95805813,0.51631889,0.142189432,0.333930044,2.202422922,0.976510481,0.251346498,1.434693153,0.57962497,0.312503892,1.143587718,1.021026743,0.672108209,0.201247761,0.855124101,0.561588572,0.632156364,0.296752931,0.144901608,0.328581716,0.149321519,1.044496162,0.440235488,0.246266746,0.29743428,0.342957576,0.3539823,0.163520356,0.234134973,0.744469129,1.69684209,1.27595884,0.378002724,0.837593274,0.010921335,0.15050044,0.014376571
170.44,0.975509769,0.292504395,0.333924542,0.352795544,0.542345313,0.698150595,0.40315677,0.107848118,0.254578631,1.85881059,0.754843621,0.19317774,1.392858184,0.39014833,0.283429035,0.971518482,0.911620295,0.485774259,0.100192018,0.653877845,0.419598927,0.429003792,0.20899658,0.139266546,0.247877436,0.138080247,0.861190539,0.345502905,0.184746389,0.214072088,0.255233322,0.375553095,0.110645513,0.159600966,0.588380123,1.357894755,1.0888681,0.300463704,0.668003724,0.007035042,0.115383671,0.010339672
201.13,0.742643319,0.216669915,0.255887832,0.283216423,0.374907889,0.47060766,0.28491172,0.074867468,0.168342056,1.49140971,0.551023675,0.139317774,1.262923724,0.22502099,0.248254556,0.74634147,0.792896254,0.299906711,0.039083525,0.469881253,0.286034132,0.2667087,0.132824705,0.135509838,0.181008174,0.130586072,0.644895234,0.237734908,0.123967233,0.137887616,0.181826085,0.41426991,0.06707272,0.104704662,0.443315993,1.042631595,0.86311194,0.224270848,0.500932843,0.003744457,0.079765234,0.007474776
237.35,0.558399753,0.160745655,0.191008465,0.217949247,0.24984118,0.311426685,0.20144462,0.05039097,0.105515013,1.169603526,0.403989374,0.100179534,1.137911011,0.11279037,0.231988896,0.546656184,0.754423642,0.165111936,0.012955866,0.331193848,0.19377169,0.161916768,0.081408691,0.143291592,0.136909045,0.134895225,0.466112396,0.156037733,0.079587335,0.086888088,0.131326067,0.498893805,0.038187385,0.070249419,0.331906738,0.83421054,0.6794512,0.166116583,0.366324636,0.001758761,0.053427654,0.005860016
280.09,0.422997081,0.120925245,0.14352101,0.170125848,0.152826835,0.183619545,0.13255752,0.030986039,0.060245113,0.909251112,0.294676997,0.071095152,0.994687784,0.04701931,0.220602938,0.366089688,0.741198684,0.079757464,0.003023032,0.219415928,0.116304109,0.086254722,0.043640136,0.154293384,0.091945229,0.1444503,0.315530422,0.094990712,0.04678883,0.050495832,0.09930802,0.636615045,0.016645783,0.046148601,0.250960947,0.648947385,0.5226068,0.120616249,0.256902994,0.000652443,0.03210676,0.004583835
330.52,0.328803907,0.09135273,0.107981039,0.130338357,0.090877899,0.10898283,0.08788122,0.018770983,0.032876619,0.712995612,0.22369492,0.051944946,0.842113192,0.01651273,0.209420303,0.2209284,0.768550301,0.034281712,0.00064787,0.145127301,0.068426271,0.04577553,0.022692872,0.156976746,0.06081644,0.152131832,0.211506487,0.056658862,0.026961483,0.028962696,0.07822296,0.762168135,0.005874982,0.03213442,0.18800312,0.514210545,0.40505144,0.088039092,0.179104478,0.00019857,0.017558385,0.003568098
390.04,0.265572401,0.07114971,0.084691005,0.099958734,0.057273542,0.0667107,0.05751739,0.011828502,0.017385019,0.576872226,0.180294454,0.039856374,0.641797561,0.00447803,0.177092315,0.112588506,0.752319679,0.013526124,0.000215719,0.102808098,0.03822008,0.026103402,0.012377931,0.133094814,0.036316925,0.135269933,0.140738267,0.033814626,0.015750696,0.017377616,0.063515485,0.75774336,0.001468744,0.024993436,0.12446503,0.398421045,0.30714062,0.067846643,0.132649262,0.000056763,0.009531695,0.00242214
460.27,0.253580216,0.06851454,0.08015399,0.087610891,0.048214969,0.052509915,0.04266988,0.0095865,0.010155606,0.53127753,0.175427115,0.036385398,0.449848907,0.00111951,0.136834817,0.058064508,0.749314016,0.006529849,0,0.093838255,0.023630695,0.021942,0.009521486,0.096869412,0.022481908,0.103794379,0.109078806,0.023747681,0.011581393,0.013599872,0.062604402,0.642146025,0,0.02686795,0.073112328,0.34684209,0.24945432,0.065962019,0.123973883,2.83458E-05,0.006270852,0.001536627
